brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews,ID,proc
DELL,Inspiron,Intel,Core i5,11th,4,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,Yes,58990,61990,4,4.3,114,9,709,709
MSI,GS,512,GB SSD,Missing,Pre-installed,Windows,0,0,Missing,32,6,Casual,8th,0,No,No,149990,169990,11,4.1,10,3,710,710
HP,Pavilion,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,99999,102500,2,0.0,0,0,711,711
acer,Aspire,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,No,61597,0,0,0.0,0,0,712,712
DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,15.6,0,No,No,71290,95136,25,0.0,0,0,713,713
ASUS,ROG,Intel,i7,Missing,,,0,0,Missing,32,6,Casual,0,0,No,No,146490,0,0,3.0,2,1,714,714
Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,256,1024,Windows,64,4,Gaming,15.6,0,No,No,74999,75500,0,4.3,268,25,715,715
Lenovo,Ryzen,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,106990,152490,29,0.0,0,0,716,716
MSI,Prestige,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,2,Casual,14,1,No,No,104990,123990,15,4.0,85,9,717,717
ASUS,ZenBook,First,Ever Screenpad,Missing,NVIDIA,GTX,0,0,Missing,64,4,Casual,0,0,No,No,175190,0,0,4.8,6,1,718,718
HP,15s,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,40750,43090,5,4.1,1096,116,719,719
DELL,Vostro,Intel,Core i3,11th,4,DDR4,256,1024,Windows,64,0,ThinNlight,14,1,No,Yes,39990,45810,12,3.9,170,11,720,720
ASUS,Pro,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64,0,ThinNlight,14,0,No,No,81990,0,0,0.0,0,0,721,721
ASUS,ExpertBook,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,64,0,Casual,14,0,No,No,167990,202990,17,0.0,0,0,722,722
ASUS,Ryzen,AMD,Ryzen 7,Missing,8,DDR4,512,0,Windows,32,4,Casual,15.6,0,No,No,79990,96990,17,0.0,0,0,723,723
DELL,Inspiron,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,79500,99433,20,4.3,10,1,724,724
ASUS,ExpertBook,Intel,Core i7,10th,8,DDR4,0,1024,Windows,64,2,Casual,14,0,No,No,93990,0,0,0.0,0,0,725,725
DELL,Inspiron,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,Casual,14,1,No,Yes,82990,107786,23,3.7,15,3,726,726
ASUS,ROG,AMD,Ryzen 9,Missing,16,DDR4,1024,0,Windows,64,0,Casual,14,1,No,No,144990,194990,25,0.0,0,0,727,727
ASUS,ExpertBook,Intel,Core i5,10th,4,DDR4,0,1024,Windows,64,0,Casual,14,0,No,No,61249,68990,11,0.0,0,0,728,728
DELL,Inspiron,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,43000,46629,7,4.1,313,35,729,729
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,Yes,70980,76094,6,4.4,138,23,730,730
acer,Aspire,AMD,Athlon Dual,Missing,4,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,31990,36990,13,4.2,76,13,731,731
ASUS,Core,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64,0,ThinNlight,13.3,0,Yes,No,109990,134990,18,0.0,0,0,732,732
ASUS,ZenBook,Intel,Core i7,8th,16,DDR3,512,0,Windows,64,0,ThinNlight,13.3,1,No,No,99990,122990,18,4.3,30,7,733,733
iball,CompBook,Intel,Pentium Quad,Missing,4,DDR3,0,0,Windows,64,0,Casual,0,0,No,No,13990,19999,30,3.8,1218,209,734,734
ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,14,1,Yes,No,99990,122990,18,0.0,0,0,735,735
ASUS,Pro,Intel,Core i7,8th,8,DDR4,256,1024,Windows,64,0,ThinNlight,14,0,No,No,98912,0,0,0.0,0,0,736,736
HP,Core,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,48900,50000,2,4.3,1278,135,737,737
HP,Spectre,Intel,Core i5,8th,8,DDR4,256,0,Windows,64,0,Casual,13.3,1,Yes,Yes,136590,151133,9,0.0,0,0,738,738
Lenovo,Core,Intel,Core i7,8th,16,DDR4,512,0,Windows,64,2,ThinNlight,14,0,No,No,244801,0,0,0.0,0,0,739,739
DELL,Inspiron,Intel,Core i3,10th,8,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,39990,49821,19,4.0,44,2,740,740
Lenovo,IDEAPAD,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,32,0,Casual,15.6,1,No,No,59900,62200,3,3.7,3,0,741,741
HP,430,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,0,Casual,13.3,0,No,No,94000,98000,4,0.0,0,0,742,742
Lenovo,Ideapad,Intel,i5,Missing,,,0,0,Missing,32,2,Casual,0,0,No,No,46990,62290,24,4.2,4428,569,743,743
ASUS,ExpertBook,Intel,Core i7,10th,16,LPDDR3,2048,0,Windows,64,0,Casual,14,0,No,No,233990,0,0,0.0,0,0,744,744
HP,Spectre,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,0,Casual,13.5,1,Yes,No,165000,198825,17,0.0,0,0,745,745
DELL,Core,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,14,0,Yes,No,82990,94890,12,4.4,16,3,746,746
DELL,Inspiron,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,4,Casual,13.3,1,No,Yes,87990,88532,0,4.1,120,21,747,747
ASUS,ZenBook,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64,0,ThinNlight,13.3,0,No,No,94990,122990,22,0.0,0,0,748,748
MSI,Prestige,Intel,Core i5,11th,16,LPDDR4X,512,0,Windows,64,0,Casual,14,1,No,No,79990,93489,14,4.9,11,4,749,749
Avita,PURA,AMD,APU Dual,Missing,4,DDR4,128,0,Windows,64,0,ThinNlight,14,0,No,No,19990,27990,28,3.7,1153,159,750,750
HP,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,256,1024,Windows,64,0,ThinNlight,14,1,No,No,52990,57331,7,4.4,698,74,751,751
Lenovo,Ideapad,Intel,Core i7,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,86000,0,0,0.0,0,0,752,752
ASUS,Pro,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,85990,88990,3,0.0,0,0,753,753
ASUS,ExpertBook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,Casual,14,0,No,No,86990,0,0,0.0,0,0,754,754
ASUS,ZenBook,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64,2,Casual,14,1,No,Yes,105990,0,0,5.0,4,0,755,755
ASUS,Vivo,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64,0,Casual,15.6,0,No,No,38000,42990,11,4.7,7,0,756,756
Lenovo,Core,Intel,Core i7,10th,16,DDR4,512,0,Windows,32,2,Casual,12,0,No,No,162399,206997,21,0.0,0,0,757,757
Lenovo,V15,Intel,Core i3,11th,4,DDR4,256,0,Windows,64,0,ThinNlight,15.6,0,No,No,43990,50250,12,0.0,0,0,758,758
ASUS,Ryzen,AMD,Ryzen 9,Missing,8,DDR4,1024,0,Windows,64,4,Casual,14,1,No,No,149990,0,0,0.0,0,0,759,759
DELL,Inspiron,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,89570,111529,19,0.0,0,0,760,760
HP,15s,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,54590,59990,9,4.4,349,69,761,761
ASUS,VivoBook,Intel,Core i3,10th,4,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,40990,49990,18,4.4,4008,519,762,762
ASUS,ExpertBook,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64,0,Casual,14,0,No,No,84990,141990,40,0.0,0,0,763,763
ASUS,Vivobook,Intel,Core i3,11th,4,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,No,36990,44990,17,4.5,70,9,764,764
ASUS,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,256,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,75100,75500,0,0.0,0,0,765,765
Lenovo,Ideapad,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,Yes,59999,80000,25,4.4,22,3,766,766
DELL,Core,Intel,Core i5,11th,8,DDR4,0,1024,Windows,32,0,Casual,14,0,No,No,58990,68900,14,0.0,0,0,767,767
HP,Core,Intel,Core i7,11th,8,DDR4,512,0,Windows,32,0,Casual,14,0,No,No,119599,195000,38,0.0,0,0,768,768
Lenovo,Legion,Pre-installed,Genuine Windows,Missing,Full,LED,0,0,Missing,32,4,Casual,0,0,No,No,77890,110890,29,4.4,208,57,769,769
DELL,Inspiron,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,75500,93461,19,0.0,0,0,770,770
DELL,Vostro,Intel,Core i3,10th,8,DDR4,512,0,Windows,64,0,Casual,15.6,0,No,No,41790,54784,23,0.0,0,0,771,771
Lenovo,Yoga,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,No,Yes,91999,92000,0,4.6,16,2,772,772
Lenovo,Ideapad,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,57999,85000,31,3.4,10,2,773,773
Lenovo,Core,Intel,Core i7,10th,16,LPDDR3,512,0,Windows,64,0,ThinNlight,14,0,No,No,211753,214760,1,0.0,0,0,774,774
ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,Yes,68900,78999,12,5.0,6,1,775,775
Lenovo,APU,AMD,APU Dual,Missing,4,DDR4,0,1024,Missing,64,0,Casual,14,0,No,No,21896,0,0,3.9,219,18,776,776
DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,78900,84900,7,3.6,16,1,777,777
ASUS,ExpertBook,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64,2,Casual,14,0,No,No,83990,0,0,0.0,0,0,778,778
ASUS,ExpertBook,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64,0,Casual,14,0,No,No,132790,172990,23,0.0,0,0,779,779
ASUS,Ryzen,AMD,Ryzen 9,Missing,16,DDR4,1024,0,Windows,64,4,Casual,14,1,No,No,142990,0,0,0.0,0,0,780,780
HP,15s,AMD,Ryzen 7,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,68500,72000,4,4.5,134,22,781,781
Avita,PURA,AMD,APU Dual,Missing,4,DDR4,128,0,Windows,64,0,ThinNlight,14,0,No,No,21490,27990,23,3.7,1153,159,782,782
DELL,G15,NVIDIA,GeForce GTX,Missing,15.6,Full,0,0,Missing,32,4,Casual,0,0,No,No,75500,83557,9,4.4,28,1,783,783
HP,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,51890,58657,11,4.3,519,48,784,784
ASUS,ExpertBook,Intel,Core i5,10th,8,DDR4,0,1024,Missing,32,2,Casual,14,0,No,No,58799,77990,24,0.0,0,0,785,785
DELL,Inspiron,Intel,Core i3,11th,8,DDR4,0,1024,Windows,64,0,ThinNlight,14.96,1,No,Yes,37990,51493,26,3.7,265,46,786,786
HP,APU,AMD,APU Dual,Missing,4,DDR4,0,1024,Missing,32,0,Casual,14,0,No,No,20900,22825,8,3.9,1185,141,787,787
Nokia,PureBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,55990,82990,32,4.1,117,31,788,788
Lenovo,Core,Intel,Core i5,10th,4,DDR4,0,1024,Missing,32,0,Casual,14,0,No,No,49999,59000,15,0.0,0,0,789,789
HP,Chromebook,MediaTek,MediaTek Kompanio,Missing,4,LPDDR4X,0,0,Missing,32,0,Casual,0,0,No,No,22490,24845,9,3.8,4623,553,790,790
ASUS,Chromebook,Intel,Celeron Dual,Missing,4,LPDDR4,0,0,Missing,64,0,Casual,0,0,No,No,18990,22990,17,3.6,197,25,791,791
HP,Chromebook,MediaTek,MediaTek Kompanio,Missing,4,LPDDR4X,0,0,Missing,32,0,Casual,0,0,No,No,22990,24845,7,3.8,4623,553,792,792
DELL,Core,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,48500,58493,17,0.0,0,0,793,793
ASUS,VivoBook,AMD,Ryzen 5,Missing,16,DDR4,512,0,Windows,64,0,Casual,17.3,1,No,No,78000,78990,1,2.7,3,0,794,794
DELL,Inspiron,Intel,Core i5,11th,8,LPDDR4X,1024,0,Windows,64,0,ThinNlight,13.3,0,No,No,74190,83417,11,4.5,21,3,795,795
HP,250-G6,Intel,Core i5,7th,4,DDR4,0,1024,Missing,32,2,Casual,15.6,0,No,No,46200,0,0,4.2,47,7,796,796
HP,Pavilion,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64,2,Casual,15.6,1,No,Yes,64990,68270,4,4.3,23,4,797,797
HP,14a,Intel,Celeron Dual,Missing,4,DDR4,0,0,Missing,64,0,Casual,0,0,No,No,26470,31532,16,3.6,232,23,798,798
Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,0,No,No,60990,93690,34,3.9,14,6,799,799
Lenovo,IdeaPad,Intel,Celeron Dual,Missing,4,LPDDR4X,0,0,Missing,64,0,Casual,0,0,No,No,25990,40490,35,3.7,84,16,800,800
Lenovo,Intel,Intel,Core i7,11th,16,DDR4,512,0,Windows,32,0,Casual,14,0,No,No,110999,139000,20,0.0,0,0,801,801
Avita,PURA,AMD,APU Dual,Missing,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,24990,33490,25,3.7,1657,234,802,802
ASUS,Chromebook,Intel,Celeron Dual,Missing,4,LPDDR4,0,0,Missing,32,0,Casual,0,0,No,No,17990,21990,18,3.6,1180,148,803,803
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,15.6,0,No,No,71695,75732,5,4.2,153,16,804,804
Avita,Liber,Intel,Core i5,7th,8,DDR4,512,0,Windows,64,0,ThinNlight,13.3,0,No,No,65556,79990,18,0.0,0,0,805,805
HP,Chromebook,Intel,Celeron Dual,Missing,4,DDR4,0,0,Missing,64,0,Casual,0,0,No,No,27990,31532,11,3.8,596,65,806,806
HP,DA,Intel,Core i3,7th,8,DDR4,0,1024,Windows,64,2,Casual,15.6,0,No,No,49279,0,0,4.5,38,3,807,807
Avita,Cosmos,Intel,Celeron Dual,Missing,4,DDR4,0,0,Windows,64,0,Casual,0,0,No,No,17490,23490,25,3.6,1120,196,808,808
ASUS,ASUS,Intel,Core i9,11th,16,DDR4,1024,0,Windows,64,6,Gaming,15.6,1,No,No,139990,144990,3,0.0,0,0,809,809
Avita,Liber,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64,0,ThinNlight,14,0,No,No,62990,83390,24,3.9,207,49,810,810
HP,Athlon,AMD,Athlon Dual,Missing,32,DDR4,32,0,Missing,32,4,Casual,14,0,No,No,26899,27668,2,0.0,0,0,811,811
Lenovo,ThinkBook,Intel,Core i7,11th,16,LPDDR4,1024,0,Windows,64,0,Casual,13,1,No,Yes,85990,148158,41,3.4,7,2,812,812
Lenovo,Core,Intel,Core i3,10th,8,DDR4,0,1024,Windows,32,0,Casual,15.6,0,No,No,38999,50990,23,3.6,7,2,813,813
DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,No,70190,90783,22,3.5,6,3,814,814
Vaio,E,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,2,No,Yes,50990,66990,23,4.1,700,144,815,815
DELL,Core,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,14,1,Yes,No,79590,106082,24,0.0,0,0,816,816
HP,Pavilion,AMD,Ryzen 5,Missing,16,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,59999,74839,19,4.1,19,1,817,817
HP,15q,AMD,Ryzen 3,Missing,4,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,32917,0,0,4.0,353,58,818,818
Avita,Liber,Intel,Core i5,7th,8,DDR4,512,0,Windows,64,0,ThinNlight,13.3,0,No,No,65556,79990,18,0.0,0,0,819,819
HP,15s,M.2,Slot for,Missing,Intel,i5,0,0,Missing,32,0,ThinNlight,0,0,No,No,55990,63179,11,4.0,818,109,820,820
ASUS,TUF,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,76990,105990,27,0.0,0,0,821,821
ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,Casual,15.6,0,No,No,48990,58990,16,0.0,0,0,822,822
HP,HP,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,2,Casual,13.3,1,No,Yes,94990,160134,40,0.0,0,0,823,823
Nokia,PureBook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,52790,82990,36,4.0,5,0,824,824
DELL,Core,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,99990,128665,22,0.0,0,0,825,825
HP,Omen,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,6,Casual,16.1,1,No,Yes,136990,157563,13,0.0,0,0,826,826
DELL,Inspiron,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,No,45930,58229,21,0.0,0,0,827,827
Lenovo,Ideapad,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,73400,108590,32,0.0,0,0,828,828
HP,Pavilion,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,55490,65853,15,4.3,143,15,829,829
Avita,Liber,Intel,Core i5,7th,8,DDR4,512,0,Windows,64,0,ThinNlight,13.3,0,No,No,65556,79990,18,0.0,0,0,830,830
acer,Swift,Intel,i7,Missing,,,0,0,Missing,32,0,Casual,0,0,No,No,94190,124999,24,4.3,31,6,831,831
Vaio,E,AMD,Ryzen 7,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,2,No,Yes,57990,76090,23,3.8,139,26,832,832
Lenovo,Legion,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64,8,Casual,15.6,1,No,Yes,234990,349890,32,0.0,0,0,833,833
HP,x360,Intel,Core i3,11th,8,DDR4,256,0,Missing,64,0,Casual,14,1,Yes,No,56490,64923,12,0.0,0,0,834,834
Avita,Liber,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,44990,76990,41,3.4,17,3,835,835
ASUS,Intel,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,Yes,84990,115990,26,3.9,17,2,836,836
ASUS,Ryzen,AMD,Ryzen 7,Missing,16,LPDDR4X,1024,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,84970,110990,23,3.0,2,1,837,837
HP,15q,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,46790,50190,6,4.2,3062,325,838,838
Smartron,t.book,Intel,Core i5,7th,4,DDR3,128,0,Windows,64,0,Casual,12.2,0,Yes,No,52990,55999,5,3.9,28,4,839,839
DELL,Inspiron,AMD,Ryzen 3,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,No,42090,56771,25,3.3,3,0,840,840
HP,Pavilion,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,Yes,64990,69990,7,3.8,8,1,841,841
ASUS,EeeBook,Intel,Celeron Dual,Missing,4,DDR4,0,0,Windows,64,0,Casual,0,0,No,No,22990,27990,17,0.0,0,0,842,842
HP,Pavilion,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,2,Casual,14,1,No,Yes,79990,86352,7,3.5,23,6,843,843
Lenovo,Ideapad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,Casual,14,1,Yes,Yes,86999,109000,20,4.7,3,0,844,844
HP,Pavilion,Intel,Core i3,8th,4,DDR4,256,0,Windows,64,0,Casual,14,1,Yes,Yes,54238,0,0,4.4,71,8,845,845
HP,Chromebook,64,GB eMMC,Missing,Access,Apps,0,0,Missing,32,0,Casual,0,0,No,No,61745,0,0,4.6,23,4,846,846
HP,Pavilion,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,Yes,84990,111108,23,2.8,4,2,847,847
HP,Core,Intel,Core i5,7th,4,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,44599,0,0,4.1,122,12,848,848
ASUS,Core,Intel,Core i3,11th,8,DDR4,0,1024,Windows,32,0,Casual,15.6,0,No,No,41500,51990,20,3.0,4,0,849,849
ASUS,ZenBook,Intel,Core i7,8th,8,LPDDR3,512,0,Windows,64,0,ThinNlight,13.3,1,No,No,81990,102987,20,4.3,40,4,850,850
acer,Core,Intel,Core i3,11th,4,DDR4,0,1024,Windows,32,0,Casual,15.6,0,No,No,36999,45000,17,0.0,0,0,851,851
HP,Pavilion,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,No,78000,89000,12,4.4,512,85,852,852
DELL,Core,Intel,Core i3,11th,8,DDR4,0,1024,Windows,32,0,Casual,15.6,0,No,No,42900,55351,22,0.0,0,0,853,853
Lenovo,ThinkBook,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,64990,121608,46,3.0,4,0,854,854
ASUS,ExpertBook,Intel,Core i3,10th,4,DDR4,0,1024,Missing,64,0,Casual,15.6,0,No,No,34649,41990,17,2.3,3,0,855,855
Avita,Liber,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,73063,76990,5,3.4,17,3,856,856
Avita,Liber,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,73063,76990,5,3.4,17,3,857,857
Smartron,t.book,Intel,Core m3,7th,4,DDR3,128,0,Windows,64,0,Casual,12.2,0,Yes,No,42990,45990,6,3.5,25,6,858,858
DELL,Inspiron,Intel,Core i5,8th,8,DDR4,0,2048,Windows,64,2,Casual,15.6,1,No,Yes,62317,0,0,4.0,377,53,859,859
HP,HP,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,4,Casual,14,1,No,Yes,100990,113000,10,0.0,0,0,860,860
Lenovo,Ideapad,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,74990,83458,10,3.3,3,1,861,861
ASUS,ROG,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,No,75990,101990,25,4.6,1365,137,862,862
acer,Swift,Intel,Core i5,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,13.3,1,No,No,59490,65546,9,3.5,33,7,863,863
ASUS,Vivobook14,Intel,Core i5,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14.1,1,No,No,49800,66990,25,0.0,0,0,864,864
Lenovo,Core,Intel,Core i9,10th,16,DDR4,1024,0,Windows,32,8,Casual,15.6,0,No,No,265998,349890,23,0.0,0,0,865,865
DELL,Inspiron,Intel,Pentium Quad,Missing,4,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,35990,40000,10,0.0,0,0,866,866
MSI,GF63,Intel,Core i7,9th,8,DDR4,512,0,Windows,64,4,Casual,15.6,2,No,No,66990,104990,36,4.5,1639,230,867,867
Lenovo,IdeaPad,Intel,Celeron Dual,Missing,4,LPDDR4,0,0,Missing,32,0,Casual,0,0,No,No,16990,24840,31,3.4,414,54,868,868
Lenovo,Core,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,2,Casual,15.6,1,No,Yes,84086,0,0,3.5,8,3,869,869
DELL,Insprion,Intel,Core i3,11th,8,DDR4,0,1024,Windows,32,0,Casual,15.6,0,No,No,41480,48990,15,3.8,25,4,870,870
ASUS,VivoBook,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64,0,Casual,15.6,0,No,No,32990,43990,25,2.0,12,0,871,871
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,Yes,61999,68999,10,2.8,4,0,872,872
acer,Swift,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64,2,Casual,15.6,1,No,No,72964,73199,0,4.2,18,6,873,873
Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,73990,79990,7,0.0,0,0,874,874
Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,73990,79990,7,0.0,0,0,875,875
Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,73990,79990,7,0.0,0,0,876,876
Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,73990,79990,7,0.0,0,0,877,877
Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,73990,79990,7,0.0,0,0,878,878
Lenovo,IdeaPad,Intel,Celeron Dual,Missing,4,LPDDR4,0,0,Missing,32,0,Casual,0,0,No,No,24990,34890,28,2.8,70,16,879,879
Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,73990,79990,7,0.0,0,0,880,880
ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,38680,51990,25,3.2,17,1,881,881
acer,Chromebook,Intel,Celeron Dual,Missing,4,DDR4,0,0,Missing,32,0,Casual,ITW),0,No,No,23990,27000,11,3.3,61,4,882,882
Lenovo,Celeron,Intel,Celeron Dual,Missing,4,DDR4,0,1024,Missing,32,0,Casual,15.6,0,No,No,29999,37400,19,3.3,19,1,883,883
Lenovo,Ryzen,AMD,Ryzen 3,Missing,4,DDR4,0,1024,Windows,64,0,Casual,15.6,0,No,No,34990,36923,5,3.3,38,6,884,884
HP,250,Intel,Core i5,10th,8,DDR4,0,1024,Windows,32,0,Casual,15.6,1,No,Yes,48790,54786,10,3.4,11,1,885,885
acer,Aspire,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64,2,Casual,15.6,1,No,No,56491,0,0,3.2,30,6,886,886
HP,15q,Intel,Core i3,7th,4,DDR4,0,1024,Missing,64,0,Casual,15.6,0,No,No,32955,0,0,4.2,311,27,887,887
DELL,Inspiron,AMD,Ryzen 3,Missing,8,DDR4,0,1024,Windows,64,0,ThinNlight,14.96,0,No,No,39990,51574,22,3.1,18,4,888,888
